unix_time,human_time,x_meters,y_meters,raw_lat,raw_lon,status_quality,raw_nmea
1777733164.4976766,10:46:04.497,-0.006,0.0063,42.44608145,-76.47234848,5,"$GNGGA,144604.000,4226.764887,N,07628.340909,W,5,31,0.56,270.815,M,-33.937,M,1.0,1849*68"
1777733165.4674482,10:46:05.467,-0.0033,0.0044,42.44608143,-76.47234845,5,"$GNGGA,144605.000,4226.764886,N,07628.340907,W,5,31,0.49,270.814,M,-33.936,M,1.0,1849*68"
1777733166.4690952,10:46:06.469,-0.0033,0.0081,42.44608147,-76.47234845,5,"$GNGGA,144606.000,4226.764888,N,07628.340907,W,5,31,0.50,270.814,M,-33.937,M,1.0,1849*6C"
1777733167.4405382,10:46:07.440,0.0022,0.0081,42.44608147,-76.47234838,5,"$GNGGA,144607.000,4226.764888,N,07628.340903,W,5,31,0.44,270.816,M,-33.937,M,1.0,1849*6E"
1777733168.4438145,10:46:08.443,0.0009,0.0063,42.44608145,-76.4723484,5,"$GNGGA,144608.000,4226.764887,N,07628.340904,W,5,31,0.45,270.810,M,-33.937,M,1.0,1849*6E"
1777733169.4569936,10:46:09.456,0.005,0.0192,42.44608157,-76.47234835,5,"$GNGGA,144609.000,4226.764894,N,07628.340901,W,5,31,0.44,270.806,M,-33.937,M,1.0,1849*6E"
1777733172.4483528,10:46:12.448,-0.0265,0.06,42.44608193,-76.47234873,5,"$GNGGA,144612.000,4226.764916,N,07628.340924,W,5,31,0.46,270.765,M,-33.936,M,1.0,1849*61"
1777733173.48509,10:46:13.485,-0.0197,0.0637,42.44608197,-76.47234865,5,"$GNGGA,144613.000,4226.764918,N,07628.340919,W,5,31,0.48,270.762,M,-33.936,M,1.0,1849*69"
1777733174.460177,10:46:14.460,-0.017,0.0711,42.44608203,-76.47234862,5,"$GNGGA,144614.000,4226.764922,N,07628.340917,W,5,31,0.49,270.749,M,-33.937,M,1.0,1849*60"
1777733175.495598,10:46:15.495,-0.0279,0.06,42.44608193,-76.47234875,5,"$GNGGA,144615.000,4226.764916,N,07628.340925,W,5,31,0.42,270.764,M,-33.936,M,1.0,1849*62"
1777733176.4557538,10:46:16.455,-0.3211,0.1489,42.44608273,-76.47235232,5,"$GNGGA,144616.000,4226.764964,N,07628.341139,W,5,31,0.48,270.972,M,-33.936,M,1.0,1849*63"
1777733177.3836648,10:46:17.383,-1.0142,0.1822,42.44608303,-76.47236075,5,"$GNGGA,144617.000,4226.764982,N,07628.341645,W,5,31,0.51,270.760,M,-33.936,M,1.0,1849*63"
1777733178.3566787,10:46:18.356,-1.0841,0.11,42.44608238,-76.4723616,5,"$GNGGA,144618.000,4226.764943,N,07628.341696,W,5,31,0.49,270.635,M,-33.936,M,1.0,1849*67"
1777733179.4657466,10:46:19.465,-1.0416,0.1266,42.44608253,-76.47236108,5,"$GNGGA,144619.000,4226.764952,N,07628.341665,W,5,31,0.46,270.633,M,-33.937,M,1.0,1849*62"
1777733182.5170255,10:46:22.517,-1.0156,0.0877,42.44608218,-76.47236077,5,"$GNGGA,144622.000,4226.764931,N,07628.341646,W,5,31,0.43,270.568,M,-33.937,M,1.0,1849*66"
1777733183.603161,10:46:23.603,-0.9923,0.1026,42.44608232,-76.47236048,5,"$GNGGA,144623.000,4226.764939,N,07628.341629,W,5,31,0.42,270.547,M,-33.936,M,1.0,1849*6B"
1777733184.5339003,10:46:24.533,-0.9717,0.097,42.44608227,-76.47236023,5,"$GNGGA,144624.000,4226.764936,N,07628.341614,W,5,31,0.42,270.542,M,-33.936,M,1.0,1849*68"
1777733185.556053,10:46:25.556,-0.958,0.0952,42.44608225,-76.47236007,5,"$GNGGA,144625.000,4226.764935,N,07628.341604,W,5,31,0.42,270.531,M,-33.936,M,1.0,1849*6F"
1777733186.507076,10:46:26.507,-0.9512,0.084,42.44608215,-76.47235998,5,"$GNGGA,144626.000,4226.764929,N,07628.341599,W,5,31,0.42,270.528,M,-33.937,M,1.0,1849*6F"
1777733187.533583,10:46:27.533,-0.9484,0.0748,42.44608207,-76.47235995,5,"$GNGGA,144627.000,4226.764924,N,07628.341597,W,5,31,0.41,270.514,M,-33.937,M,1.0,1849*61"
