unix_time,human_time,x_meters,y_meters,raw_lat,raw_lon,status_quality,raw_nmea
1777732964.0902822,10:42:44.090,-0.0379,0.1085,42.44606858,-76.47233112,1,"$GNGGA,144244.000,4226.764115,N,07628.339867,W,1,26,0.48,262.889,M,-33.937,M,,*4D"
1777732965.1178272,10:42:45.117,-0.0393,0.1215,42.4460687,-76.47233113,1,"$GNGGA,144245.000,4226.764122,N,07628.339868,W,1,26,0.48,262.898,M,-33.936,M,,*46"
1777732966.2059999,10:42:46.206,-0.7777,1.1661,42.4460781,-76.47234012,5,"$GNGGA,144246.000,4226.764686,N,07628.340407,W,5,27,0.48,264.889,M,-33.936,M,1.0,1848*6E"
1777732967.2422838,10:42:47.242,-1.4612,2.0571,42.44608612,-76.47234843,5,"$GNGGA,144247.000,4226.765167,N,07628.340906,W,5,27,0.48,266.210,M,-33.937,M,1.0,1848*63"
1777732968.2665358,10:42:48.266,-1.6694,2.5627,42.44609067,-76.47235097,5,"$GNGGA,144248.000,4226.765440,N,07628.341058,W,5,27,0.55,267.153,M,-33.936,M,1.0,1848*67"
1777732969.2839706,10:42:49.283,-1.8215,2.7164,42.44609205,-76.47235282,5,"$GNGGA,144249.000,4226.765523,N,07628.341169,W,5,27,0.56,267.624,M,-33.937,M,1.0,1848*64"
1777732972.3090296,10:42:52.309,-2.0858,2.9406,42.44609407,-76.47235603,5,"$GNGGA,144252.000,4226.765644,N,07628.341362,W,5,27,0.52,268.014,M,-33.937,M,1.0,1848*6B"
1777732973.3378716,10:42:53.337,-2.0776,3.0017,42.44609462,-76.47235593,5,"$GNGGA,144253.000,4226.765677,N,07628.341356,W,5,27,0.52,268.036,M,-33.936,M,1.0,1848*6C"
1777732974.3347912,10:42:54.334,-2.116,3.0869,42.44609538,-76.4723564,5,"$GNGGA,144254.000,4226.765723,N,07628.341384,W,5,27,0.51,268.170,M,-33.937,M,1.0,1848*65"
1777732975.3372543,10:42:55.337,-2.1269,3.1313,42.44609578,-76.47235653,5,"$GNGGA,144255.000,4226.765747,N,07628.341392,W,5,27,0.56,268.267,M,-33.936,M,1.0,1848*62"
1777732976.340089,10:42:56.340,-2.1297,3.185,42.44609627,-76.47235657,5,"$GNGGA,144256.000,4226.765776,N,07628.341394,W,5,27,0.56,268.336,M,-33.936,M,1.0,1848*60"
1777732977.377584,10:42:57.377,-2.1639,3.1128,42.44609562,-76.47235698,5,"$GNGGA,144257.000,4226.765737,N,07628.341419,W,5,27,0.54,268.387,M,-33.936,M,1.0,1848*6E"
1777732978.3464668,10:42:58.346,-2.2091,3.0628,42.44609517,-76.47235753,5,"$GNGGA,144258.000,4226.765710,N,07628.341452,W,5,27,0.44,268.413,M,-33.937,M,1.0,1848*61"
1777732979.4910214,10:42:59.491,-1.8858,3.0906,42.44609542,-76.4723536,5,"$GNGGA,144259.000,4226.765725,N,07628.341216,W,5,27,0.48,268.266,M,-33.936,M,1.0,1848*69"
1777732982.3688478,10:43:02.368,-1.9187,3.1591,42.44609603,-76.472354,5,"$GNGGA,144302.000,4226.765762,N,07628.341240,W,5,27,0.50,268.270,M,-33.936,M,1.0,1848*68"
1777732983.4937727,10:43:03.493,-1.9215,3.1239,42.44609572,-76.47235403,5,"$GNGGA,144303.000,4226.765743,N,07628.341242,W,5,27,0.48,268.306,M,-33.936,M,1.0,1848*61"
1777732984.3782187,10:43:04.378,-1.9256,3.0684,42.44609522,-76.47235408,5,"$GNGGA,144304.000,4226.765713,N,07628.341245,W,5,27,0.50,268.259,M,-33.936,M,1.0,1848*66"
1777732985.3785367,10:43:05.378,-1.9187,3.1017,42.44609552,-76.472354,5,"$GNGGA,144305.000,4226.765731,N,07628.341240,W,5,27,0.52,268.380,M,-33.936,M,1.0,1848*65"
1777732986.410096,10:43:06.410,-1.8858,3.085,42.44609537,-76.4723536,5,"$GNGGA,144306.000,4226.765722,N,07628.341216,W,5,27,0.47,268.571,M,-33.937,M,1.0,1848*6A"
1777732987.35555,10:43:07.355,-1.8927,2.9906,42.44609452,-76.47235368,5,"$GNGGA,144307.000,4226.765671,N,07628.341221,W,5,27,0.50,268.544,M,-33.936,M,1.0,1848*69"
1777732988.275363,10:43:08.275,-1.968,2.9239,42.44609392,-76.4723546,5,"$GNGGA,144308.000,4226.765635,N,07628.341276,W,5,27,0.52,268.411,M,-33.936,M,1.0,1848*67"
1777732989.348771,10:43:09.348,-2.0557,2.8554,42.4460933,-76.47235567,5,"$GNGGA,144309.000,4226.765598,N,07628.341340,W,5,27,0.52,268.307,M,-33.936,M,1.0,1848*66"
1777732992.289772,10:43:12.289,-2.0721,2.6738,42.44609167,-76.47235587,5,"$GNGGA,144312.000,4226.765500,N,07628.341352,W,5,27,0.50,268.496,M,-33.936,M,1.0,1848*63"
1777732993.3174162,10:43:13.317,-2.0653,2.6942,42.44609185,-76.47235578,5,"$GNGGA,144313.000,4226.765511,N,07628.341347,W,5,27,0.53,268.615,M,-33.936,M,1.0,1848*6C"
1777732994.273856,10:43:14.273,-2.0434,2.6998,42.4460919,-76.47235552,5,"$GNGGA,144314.000,4226.765514,N,07628.341331,W,5,27,0.56,268.642,M,-33.936,M,1.0,1848*68"
1777732995.3537657,10:43:15.353,-1.9612,2.609,42.44609108,-76.47235452,5,"$GNGGA,144315.000,4226.765465,N,07628.341271,W,5,27,0.55,268.735,M,-33.936,M,1.0,1848*69"
