unix_time,human_time,x_meters,y_meters,raw_lat,raw_lon,status_quality,raw_nmea
1777733742.4403164,10:55:42.440,0.3257,-0.7694,42.44606783,-76.47233758,4,"$GNGGA,145542.000,4226.764070,N,07628.340255,W,4,31,0.41,267.263,M,-33.937,M,1.0,1851*69"
1777733743.509697,10:55:43.509,0.3449,-0.7749,42.44606778,-76.47233735,4,"$GNGGA,145543.000,4226.764067,N,07628.340241,W,4,31,0.47,267.259,M,-33.937,M,1.0,1851*64"
1777733744.4271257,10:55:44.427,0.3243,-0.7749,42.44606778,-76.4723376,4,"$GNGGA,145544.000,4226.764067,N,07628.340256,W,4,31,0.47,267.257,M,-33.936,M,1.0,1851*6A"
1777733745.4569361,10:55:45.456,0.3325,-0.7879,42.44606767,-76.4723375,4,"$GNGGA,145545.000,4226.764060,N,07628.340250,W,4,31,0.42,267.248,M,-33.937,M,1.0,1851*60"
1777733746.4739282,10:55:46.473,0.2873,-0.7768,42.44606777,-76.47233805,4,"$GNGGA,145546.000,4226.764066,N,07628.340283,W,4,31,0.49,267.191,M,-33.937,M,1.0,1851*67"
1777733747.4721866,10:55:47.472,0.3106,-0.7842,42.4460677,-76.47233777,4,"$GNGGA,145547.000,4226.764062,N,07628.340266,W,4,31,0.43,267.221,M,-33.936,M,1.0,1851*6A"
1777733748.40876,10:55:48.408,0.2955,-0.7953,42.4460676,-76.47233795,4,"$GNGGA,145548.000,4226.764056,N,07628.340277,W,4,31,0.43,267.220,M,-33.937,M,1.0,1851*62"
1777733749.4737694,10:55:49.473,0.2914,-0.8101,42.44606747,-76.472338,4,"$GNGGA,145549.000,4226.764048,N,07628.340280,W,4,31,0.43,267.186,M,-33.936,M,1.0,1851*6A"
1777733752.4162104,10:55:52.416,0.2969,-0.7897,42.44606765,-76.47233793,4,"$GNGGA,145552.000,4226.764059,N,07628.340276,W,4,31,0.47,267.191,M,-33.937,M,1.0,1851*6A"
1777733753.4842093,10:55:53.484,0.301,-0.7953,42.4460676,-76.47233788,4,"$GNGGA,145553.000,4226.764056,N,07628.340273,W,4,31,0.42,267.242,M,-33.936,M,2.0,1851*6B"
1777733754.476903,10:55:54.476,0.3038,-0.7953,42.4460676,-76.47233785,4,"$GNGGA,145554.000,4226.764056,N,07628.340271,W,4,31,0.43,267.250,M,-33.936,M,3.0,1851*6D"
1777733755.463175,10:55:55.463,0.3079,-0.8286,42.4460673,-76.4723378,4,"$GNGGA,145555.000,4226.764038,N,07628.340268,W,4,31,0.43,267.237,M,-33.936,M,1.0,1851*6F"
1777733756.473041,10:55:56.473,0.275,-0.8286,42.4460673,-76.4723382,4,"$GNGGA,145556.000,4226.764038,N,07628.340292,W,4,31,0.42,267.199,M,-33.936,M,1.0,1851*6F"
1777733757.442358,10:55:57.442,0.264,-0.8453,42.44606715,-76.47233833,4,"$GNGGA,145557.000,4226.764029,N,07628.340300,W,4,31,0.45,267.202,M,-33.937,M,1.0,1851*63"
1777733758.4184835,10:55:58.418,0.2791,-0.8564,42.44606705,-76.47233815,4,"$GNGGA,145558.000,4226.764023,N,07628.340289,W,4,31,0.47,267.158,M,-33.936,M,1.0,1851*69"
1777733759.42994,10:55:59.429,0.2832,-0.8305,42.44606728,-76.4723381,4,"$GNGGA,145559.000,4226.764037,N,07628.340286,W,4,31,0.47,267.158,M,-33.936,M,1.0,1851*62"
1777733762.4099722,10:56:02.409,0.2901,-0.8527,42.44606708,-76.47233802,4,"$GNGGA,145602.000,4226.764025,N,07628.340281,W,4,31,0.42,267.167,M,-33.937,M,1.0,1851*63"
1777733763.4648616,10:56:03.464,0.249,-0.8638,42.44606698,-76.47233852,4,"$GNGGA,145603.000,4226.764019,N,07628.340311,W,4,31,0.45,267.119,M,-33.936,M,1.0,1851*6A"
1777733764.4208546,10:56:04.420,0.2531,-0.836,42.44606723,-76.47233847,4,"$GNGGA,145604.000,4226.764034,N,07628.340308,W,4,31,0.39,267.118,M,-33.936,M,1.0,1851*60"
1777733765.4321904,10:56:05.432,0.2558,-0.8305,42.44606728,-76.47233843,4,"$GNGGA,145605.000,4226.764037,N,07628.340306,W,4,31,0.41,267.114,M,-33.937,M,1.0,1851*6E"
1777733766.4120226,10:56:06.412,0.2449,-0.862,42.446067,-76.47233857,4,"$GNGGA,145606.000,4226.764020,N,07628.340314,W,4,31,0.40,267.144,M,-33.937,M,2.0,1851*6F"
1777733767.509054,10:56:07.509,0.2202,-0.8268,42.44606732,-76.47233887,4,"$GNGGA,145607.000,4226.764039,N,07628.340332,W,4,31,0.45,267.005,M,-33.936,M,3.0,1851*63"
1777733768.4381652,10:56:08.438,0.2312,-0.8342,42.44606725,-76.47233873,4,"$GNGGA,145608.000,4226.764035,N,07628.340324,W,4,31,0.41,267.053,M,-33.936,M,1.0,1851*62"
1777733769.4718077,10:56:09.471,0.2531,-0.8212,42.44606737,-76.47233847,4,"$GNGGA,145609.000,4226.764042,N,07628.340308,W,4,31,0.42,267.147,M,-33.937,M,1.0,1851*6B"
1777733772.427467,10:56:12.427,0.3243,-0.8064,42.4460675,-76.4723376,4,"$GNGGA,145612.000,4226.764050,N,07628.340256,W,4,31,0.42,267.086,M,-33.937,M,1.0,1851*64"
1777733773.4578521,10:56:13.457,0.312,-0.812,42.44606745,-76.47233775,4,"$GNGGA,145613.000,4226.764047,N,07628.340265,W,4,31,0.42,267.026,M,-33.936,M,1.0,1851*68"
1777733774.4319165,10:56:14.431,0.2572,-0.7805,42.44606773,-76.47233842,4,"$GNGGA,145614.000,4226.764064,N,07628.340305,W,4,31,0.42,267.129,M,-33.936,M,1.0,1851*67"
1777733775.473379,10:56:15.473,0.2462,-0.7601,42.44606792,-76.47233855,4,"$GNGGA,145615.000,4226.764075,N,07628.340313,W,4,31,0.41,267.085,M,-33.936,M,1.0,1851*65"
1777733776.4046197,10:56:16.404,0.2353,-0.7786,42.44606775,-76.47233868,4,"$GNGGA,145616.000,4226.764065,N,07628.340321,W,4,31,0.40,267.129,M,-33.936,M,1.0,1851*60"
1777733777.4636765,10:56:17.463,0.2572,-0.8045,42.44606752,-76.47233842,4,"$GNGGA,145617.000,4226.764051,N,07628.340305,W,4,31,0.40,267.068,M,-33.936,M,1.0,1851*64"
1777733778.4229305,10:56:18.422,0.2092,-0.7453,42.44606805,-76.472339,4,"$GNGGA,145618.000,4226.764083,N,07628.340340,W,4,31,0.41,267.050,M,-33.937,M,2.0,1851*6D"
1777733779.5250955,10:56:19.525,0.2668,-0.812,42.44606745,-76.4723383,4,"$GNGGA,145619.000,4226.764047,N,07628.340298,W,4,31,0.41,266.941,M,-33.936,M,3.0,1851*68"
1777733782.4329953,10:56:22.432,0.2613,-0.8027,42.44606753,-76.47233837,4,"$GNGGA,145622.000,4226.764052,N,07628.340302,W,4,31,0.41,267.056,M,-33.936,M,1.0,1851*6A"
1777733783.4837725,10:56:23.483,0.2476,-0.8527,42.44606708,-76.47233853,4,"$GNGGA,145623.000,4226.764025,N,07628.340312,W,4,31,0.41,267.170,M,-33.937,M,1.0,1851*6E"
1777733784.461081,10:56:24.461,0.2298,-0.8342,42.44606725,-76.47233875,4,"$GNGGA,145624.000,4226.764035,N,07628.340325,W,4,31,0.40,267.053,M,-33.937,M,1.0,1851*6D"
1777733785.475347,10:56:25.475,0.2695,-0.8212,42.44606737,-76.47233827,4,"$GNGGA,145625.000,4226.764042,N,07628.340296,W,4,31,0.43,267.253,M,-33.936,M,1.0,1851*65"
1777733786.4802344,10:56:26.480,0.2161,-0.8935,42.44606672,-76.47233892,4,"$GNGGA,145626.000,4226.764003,N,07628.340335,W,4,31,0.43,267.240,M,-33.936,M,1.0,1851*69"
