unix_time,human_time,x_meters,y_meters,raw_lat,raw_lon,status_quality,raw_nmea
1776287038.141386,17:03:58.141,0.0616,0.003,42.44638272,-76.47149468,1,"$GNGGA,210358.000,4226.782963,N,07628.289681,W,1,27,0.71,280.302,M,-33.936,M,,*40"
1776287039.190883,17:03:59.190,0.0671,0.0067,42.44638275,-76.47149462,1,"$GNGGA,210359.000,4226.782965,N,07628.289677,W,1,27,0.76,280.301,M,-33.936,M,,*4A"
1776287042.1342955,17:04:02.134,0.0781,0.0104,42.44638278,-76.47149448,1,"$GNGGA,210402.000,4226.782967,N,07628.289669,W,1,27,0.74,280.295,M,-33.936,M,,*40"
1776287043.1751206,17:04:03.175,0.0959,0.0104,42.44638278,-76.47149427,1,"$GNGGA,210403.000,4226.782967,N,07628.289656,W,1,27,0.72,280.288,M,-33.936,M,,*47"
1776287044.1453974,17:04:04.145,0.1041,0.016,42.44638283,-76.47149417,1,"$GNGGA,210404.000,4226.782970,N,07628.289650,W,1,27,0.66,280.280,M,-33.936,M,,*4D"
1776287045.1569934,17:04:05.156,0.1123,0.0178,42.44638285,-76.47149407,1,"$GNGGA,210405.000,4226.782971,N,07628.289644,W,1,27,0.82,280.271,M,-33.936,M,,*4C"
1776287046.1444979,17:04:06.144,0.1274,0.016,42.44638283,-76.47149388,1,"$GNGGA,210406.000,4226.782970,N,07628.289633,W,1,27,0.77,280.263,M,-33.936,M,,*47"
1776287047.1616263,17:04:07.161,0.1329,0.0123,42.4463828,-76.47149382,1,"$GNGGA,210407.000,4226.782968,N,07628.289629,W,1,27,0.81,280.258,M,-33.936,M,,*45"
1776287048.1470451,17:04:08.147,0.1466,0.0086,42.44638277,-76.47149365,1,"$GNGGA,210408.000,4226.782966,N,07628.289619,W,1,27,0.72,280.252,M,-33.937,M,,*40"
1776287049.1822212,17:04:09.182,0.1603,0.0086,42.44638277,-76.47149348,1,"$GNGGA,210409.000,4226.782966,N,07628.289609,W,1,27,0.80,280.247,M,-33.937,M,,*49"
1776287052.1439216,17:04:12.143,0.1918,0.0104,42.44638278,-76.4714931,1,"$GNGGA,210412.000,4226.782967,N,07628.289586,W,1,27,0.76,280.225,M,-33.936,M,,*4A"
1776287053.1822202,17:04:13.182,0.2055,0.0067,42.44638275,-76.47149293,1,"$GNGGA,210413.000,4226.782965,N,07628.289576,W,1,27,0.75,280.219,M,-33.937,M,,*4B"
1776287054.1502364,17:04:14.150,0.2082,0.0104,42.44638278,-76.4714929,1,"$GNGGA,210414.000,4226.782967,N,07628.289574,W,1,27,0.77,280.219,M,-33.937,M,,*4E"
1776287055.1731362,17:04:15.173,0.2041,0.0104,42.44638278,-76.47149295,1,"$GNGGA,210415.000,4226.782967,N,07628.289577,W,1,27,0.72,280.215,M,-33.936,M,,*44"
1776287056.1436899,17:04:16.143,0.2027,0.0104,42.44638278,-76.47149297,1,"$GNGGA,210416.000,4226.782967,N,07628.289578,W,1,27,0.70,280.211,M,-33.936,M,,*4E"
1776287057.1685746,17:04:17.168,0.2027,0.0104,42.44638278,-76.47149297,1,"$GNGGA,210417.000,4226.782967,N,07628.289578,W,1,27,0.71,280.211,M,-33.936,M,,*4E"
1776287058.1347632,17:04:18.134,0.2068,0.0123,42.4463828,-76.47149292,1,"$GNGGA,210418.000,4226.782968,N,07628.289575,W,1,27,0.70,280.206,M,-33.936,M,,*44"
1776287059.1604636,17:04:19.160,0.2123,0.0141,42.44638282,-76.47149285,1,"$GNGGA,210419.000,4226.782969,N,07628.289571,W,1,27,0.77,280.202,M,-33.936,M,,*43"
1776287062.1359353,17:04:22.135,0.2301,0.0178,42.44638285,-76.47149263,1,"$GNGGA,210422.000,4226.782971,N,07628.289558,W,1,27,0.69,280.183,M,-33.936,M,,*4C"
1776287063.167097,17:04:23.167,0.237,0.0178,42.44638285,-76.47149255,1,"$GNGGA,210423.000,4226.782971,N,07628.289553,W,1,27,0.74,280.177,M,-33.936,M,,*41"
1776287064.1357899,17:04:24.135,0.2356,0.0234,42.4463829,-76.47149257,1,"$GNGGA,210424.000,4226.782974,N,07628.289554,W,1,27,0.75,280.169,M,-33.936,M,,*4A"
1776287065.1604164,17:04:25.160,0.2384,0.0252,42.44638292,-76.47149253,1,"$GNGGA,210425.000,4226.782975,N,07628.289552,W,1,27,0.74,280.165,M,-33.936,M,,*41"
1776287066.13451,17:04:26.134,0.2411,0.0271,42.44638293,-76.4714925,1,"$GNGGA,210426.000,4226.782976,N,07628.289550,W,1,27,0.81,280.160,M,-33.936,M,,*4C"
1776287067.158707,17:04:27.158,0.2425,0.0308,42.44638297,-76.47149248,1,"$GNGGA,210427.000,4226.782978,N,07628.289549,W,1,27,0.83,280.155,M,-33.936,M,,*4F"
1776287068.1365354,17:04:28.136,0.2452,0.0308,42.44638297,-76.47149245,1,"$GNGGA,210428.000,4226.782978,N,07628.289547,W,1,27,0.82,280.149,M,-33.936,M,,*42"
1776287069.1575255,17:04:29.157,0.2548,0.0308,42.44638297,-76.47149233,1,"$GNGGA,210429.000,4226.782978,N,07628.289540,W,1,27,0.76,280.145,M,-33.937,M,,*42"
1776287072.1333008,17:04:32.133,0.2877,0.0308,42.44638297,-76.47149193,1,"$GNGGA,210432.000,4226.782978,N,07628.289516,W,1,27,0.84,280.128,M,-33.937,M,,*4D"
